start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
103.216.153.224,103.216.153.255,103.216.0.0,Shijiazhuang,Hebei,CN,38.04139,114.47861,,Asia/Shanghai
104.240.41.206,104.240.41.213,104.240.0.0,Shiprock,New Mexico,US,36.78555,-108.68703,87420,America/Denver
106.204.79.172,106.204.79.173,106.204.0.0,Ludhiāna,Punjab,IN,30.91204,75.85379,141120,Asia/Kolkata
106.203.46.10,106.203.46.11,106.203.0.0,Tiruchirappalli,Tamil Nadu,IN,10.8155,78.69651,620012,Asia/Kolkata
109.147.145.128,109.147.145.191,109.147.0.0,Hove,England,GB,50.8344,-0.1681,BN52,Europe/London
101.183.34.33,101.183.34.35,101.183.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
101.136.0.162,101.136.0.163,101.136.0.0,Xinying,Taiwan,TW,23.30694,120.31056,,Asia/Taipei
1.6.251.16,1.6.251.23,1.6.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
106.66.99.119,106.66.99.119,106.66.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
101.112.177.206,101.112.177.227,101.112.0.0,Sydney,New South Wales,AU,-33.9588,150.8542,2174,Australia/Sydney
101.188.147.60,101.188.147.63,101.188.0.0,Brisbane,Queensland,AU,-27.4679,153.0281,9019,Australia/Brisbane
106.193.65.254,106.193.65.255,106.193.0.0,Mysore,Karnataka,IN,12.29791,76.63925,570028,Asia/Kolkata
102.40.94.224,102.40.94.255,102.40.0.0,Luxor,Luxor,EG,25.69893,32.6421,,Africa/Cairo
105.154.149.68,105.154.149.68,105.154.0.0,Temara,Rabat-Salé-Kénitra,MA,33.92866,-6.90656,12200,Africa/Casablanca
1.157.165.230,1.157.165.231,1.157.0.0,Bowral,New South Wales,AU,-34.4775,150.4204,2576,Australia/Sydney
104.129.205.159,104.129.205.168,104.129.0.0,East Point,Georgia,US,33.67955,-84.43937,30344,America/New_York
109.105.98.188,109.105.98.188,109.105.0.0,London,England,GB,51.50853,-0.12574,EC1A,Europe/London
108.31.161.0,108.31.161.255,108.31.0.0,Arlington,Virginia,US,38.8738,-77.1142,22203,America/New_York
1.46.196.224,1.46.196.231,1.46.0.0,Bangkok,Bangkok,TH,13.75398,100.50144,10200,Asia/Bangkok
102.107.107.170,102.107.107.171,102.107.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.5.108.8,107.5.108.11,107.5.0.0,Schoolcraft,Michigan,US,42.11421,-85.63778,49087,America/Detroit
106.67.21.106,106.67.21.106,106.67.0.0,Nagpur,Maharashtra,IN,21.14631,79.08491,440003,Asia/Kolkata
101.137.74.218,101.137.74.220,101.137.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
102.107.94.154,102.107.94.154,102.107.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
106.68.116.204,106.68.116.204,106.68.0.0,Busselton,Western Australia,AU,-33.65249,115.3455,6280,Australia/Perth
106.67.20.243,106.67.20.249,106.67.0.0,Delhi,Delhi,IN,28.65195,77.23149,110001,Asia/Kolkata
105.196.134.0,105.196.135.255,105.196.0.0,Giza,Giza,EG,30.00944,31.20861,,Africa/Cairo
104.246.56.160,104.246.56.163,104.246.0.0,Andover,New Jersey,US,40.98593,-74.74211,07821,America/New_York
109.148.7.52,109.148.7.63,109.148.0.0,Hayes,England,GB,51.51579,-0.4234,UB3,Europe/London
104.56.82.0,104.56.82.191,104.56.0.0,Houston,Texas,US,29.8235,-95.1848,77049,America/Chicago
108.32.23.75,108.32.23.85,108.32.0.0,Blairsville,Pennsylvania,US,40.43118,-79.26087,15717,America/New_York
103.163.239.149,103.163.239.149,103.163.0.0,Islamabad,Islamabad,PK,33.72148,73.04329,44000,Asia/Karachi
107.122.229.84,107.122.229.85,107.122.0.0,Tulsa,Oklahoma,US,36.15398,-95.99277,74102,America/Chicago
105.202.14.248,105.202.14.248,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
101.138.141.43,101.138.141.45,101.138.0.0,Taichung,Taiwan,TW,24.1469,120.6839,,Asia/Taipei
101.1.130.248,101.1.130.251,101.1.0.0,Matsuyama,Ehime,JP,33.8636,132.7127,791-8061,Asia/Tokyo
100.47.11.252,100.47.11.255,100.47.0.0,Wetherington,Ohio,US,39.36367,-84.37744,45069,America/New_York
101.191.180.64,101.191.180.65,101.191.0.0,Wauchope,New South Wales,AU,-31.45792,152.72617,2446,Australia/Sydney
106.66.106.120,106.66.106.121,106.66.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
101.174.12.232,101.174.12.247,101.174.0.0,Adelaide,South Australia,AU,-34.92866,138.59863,5000,Australia/Adelaide
103.152.86.126,103.152.86.127,103.152.0.0,Mabalacat City,Central Luzon,PH,15.22303,120.57117,2010,Asia/Manila
101.180.21.108,101.180.21.111,101.180.0.0,Dubbo,New South Wales,AU,-32.24295,148.60484,2830,Australia/Sydney
108.196.133.15,108.196.133.15,108.196.0.0,Montague,California,US,41.7282,-122.5278,96064,America/Los_Angeles
106.180.51.186,106.180.51.186,106.180.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
107.3.11.238,107.3.11.238,107.3.0.0,Newmarket,New Hampshire,US,43.08286,-70.93506,03857,America/New_York
104.169.66.158,104.169.66.175,104.169.0.0,Amanda,Ohio,US,39.64951,-82.74434,43102,America/New_York
1.52.112.0,1.52.112.249,1.52.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
103.120.203.180,103.120.203.180,103.120.0.0,Magura,Khulna,BD,23.48702,89.41592,7631,Asia/Dhaka
102.169.93.32,102.169.93.32,102.169.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
107.202.90.0,107.202.95.255,107.202.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
101.181.182.216,101.181.182.219,101.181.0.0,Mildura,Victoria,AU,-34.18551,142.16251,3502,Australia/Melbourne
109.145.226.61,109.145.226.61,109.145.0.0,Tower Hamlets,England,GB,51.5082,-0.0643,E98,Europe/London
103.49.107.0,103.49.107.255,103.49.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
108.226.100.128,108.226.100.211,108.226.0.0,Salinas,California,US,36.6811,-121.6176,93905,America/Los_Angeles
104.62.2.125,104.62.2.131,104.62.0.0,Dayton,Ohio,US,39.7899,-84.2135,45405,America/New_York
102.110.210.209,102.110.210.209,102.110.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
106.203.219.126,106.203.219.127,106.203.0.0,Bengaluru,Karnataka,IN,12.97194,77.59369,560002,Asia/Kolkata
109.129.206.224,109.129.206.255,109.129.0.0,Liège,Wallonia,BE,50.63373,5.56749,4000,Europe/Brussels
109.131.33.204,109.131.33.207,109.131.0.0,Watermael-Boitsfort,Brussels Capital,BE,50.80154,4.41436,1170,Europe/Brussels
107.3.32.209,107.3.32.209,107.3.0.0,Bridgeport,Connecticut,US,41.1668,-73.2163,06605,America/New_York
109.126.144.219,109.126.144.219,109.126.0.0,Lida,Grodnenskaya,BY,53.88333,25.29972,231300,Europe/Minsk
101.184.62.148,101.184.62.149,101.184.0.0,Sydney,New South Wales,AU,-33.9795,151.0839,2223,Australia/Sydney
109.149.230.86,109.149.230.127,109.149.0.0,Canterbury,England,GB,51.27904,1.07992,CT1,Europe/London
108.232.72.0,108.232.72.127,108.232.0.0,Nashville,Tennessee,US,36.16589,-86.78444,37201,America/Chicago
1.42.247.4,1.42.247.7,1.42.0.0,Toormina,New South Wales,AU,-30.35384,153.08843,2452,Australia/Sydney
105.89.214.36,105.89.214.39,105.89.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
108.39.117.118,108.39.117.118,108.39.0.0,Lexington,Virginia,US,37.78402,-79.44282,24450,America/New_York
1.10.230.90,1.10.230.90,1.10.0.0,Nakhon Pathom,Nakhon Pathom,TH,13.8196,100.04427,73000,Asia/Bangkok
103.90.17.68,103.90.17.68,103.90.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
108.87.146.160,108.87.146.167,108.87.0.0,D'Iberville,Mississippi,US,30.42631,-88.89086,39540,America/Chicago
107.136.43.52,107.136.43.52,107.136.0.0,Snyder,Texas,US,32.71789,-100.91762,79550,America/Chicago
102.25.92.128,102.25.92.255,102.25.0.0,Ksour Essaf,Al Mahdīyah,TN,35.41808,10.99475,,Africa/Tunis
105.202.9.40,105.202.9.40,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
106.208.235.69,106.208.235.69,106.208.0.0,Sambalpur,Odisha,IN,21.17232,84.38971,768106,Asia/Kolkata
1.0.111.206,1.0.111.207,1.0.0.0,Izumo,Shimane,JP,35.36667,132.76667,693-0001,Asia/Tokyo
102.110.178.29,102.110.178.37,102.110.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
1.145.69.216,1.145.69.223,1.145.0.0,Sydney,New South Wales,AU,-33.89665,151.1012,2133,Australia/Sydney
102.107.84.197,102.107.84.197,102.107.0.0,Monastir,Al Munastīr,TN,35.77799,10.82617,,Africa/Tunis
106.131.11.184,106.131.11.187,106.131.0.0,Nagoya,Aichi,JP,35.1771,137.0045,465-0027,Asia/Tokyo
101.138.34.248,101.138.34.249,101.138.0.0,Bade,Taiwan,TW,24.92981,121.28372,,Asia/Taipei
104.218.71.0,104.218.71.255,104.218.0.0,Lincoln,Nebraska,US,40.7568,-96.6523,68516,America/Chicago
101.167.105.0,101.167.105.63,101.167.0.0,White Rock,Queensland,AU,-16.97438,145.7633,4868,Australia/Brisbane
102.170.41.145,102.170.41.147,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.128.60.94,106.128.60.94,106.128.0.0,Nara-shi,Nara,JP,34.68505,135.80485,630-8011,Asia/Tokyo
101.137.133.124,101.137.133.129,101.137.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
1.109.58.120,1.109.58.121,1.109.0.0,Jeju City,Jeju-do,KR,33.50972,126.52194,63152,Asia/Seoul
109.116.212.100,109.116.212.111,109.116.0.0,Noicattaro,Apulia,IT,41.03449,16.98963,70016,Europe/Rome
101.166.7.71,101.166.7.71,101.166.0.0,Bardia,New South Wales,AU,-34,150.8667,1890,Australia/Sydney
102.109.118.104,102.109.118.110,102.109.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
109.142.30.0,109.142.64.31,109.142.0.0,Brussels,Brussels Capital,BE,50.85045,4.34878,1000,Europe/Brussels
1.46.90.172,1.46.90.175,1.46.0.0,Chai Badan,Lopburi,TH,15.2,101.13333,15130,Asia/Bangkok
104.28.157.164,104.28.157.164,104.28.0.0,Miami,Florida,US,25.77427,-80.19366,33101,America/New_York
102.172.89.68,102.172.89.68,102.172.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
109.149.117.104,109.149.117.106,109.149.0.0,Colwyn Bay,Wales,GB,53.29483,-3.72674,LL29,Europe/London
1.156.1.2,1.156.1.2,1.156.0.0,Beresfield,New South Wales,AU,-32.8,151.65,2322,Australia/Sydney
106.211.41.40,106.211.41.43,106.211.0.0,Bareilly,Uttar Pradesh,IN,28.3173,79.4194,243403,Asia/Kolkata
101.165.33.224,101.165.33.255,101.165.0.0,Brisbane,Queensland,AU,-27.45617,153.05917,4171,Australia/Brisbane
1.20.34.96,1.20.34.127,1.20.0.0,Bang Na,Bangkok,TH,13.66744,100.64206,10260,Asia/Bangkok
109.129.50.2,109.129.50.7,109.129.0.0,Antwerpen,Flanders,BE,51.22047,4.40026,2000,Europe/Brussels
108.85.249.164,108.85.249.167,108.85.0.0,East Sonora,California,US,37.9777,-120.3613,95370,America/Los_Angeles
102.221.200.0,102.221.200.255,102.221.0.0,Diepsloot,Gauteng,ZA,-25.9833,28.1167,1684,Africa/Johannesburg
102.168.134.19,102.168.134.23,102.168.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.151.34.0,106.151.34.127,106.151.0.0,Gotenba,Shizuoka,JP,35.3311,138.8522,412-0006,Asia/Tokyo
101.175.205.111,101.175.205.111,101.175.0.0,Sydney,New South Wales,AU,-33.6725,150.97703,2156,Australia/Sydney
106.12.126.110,106.12.126.111,106.12.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
1.200.143.206,1.200.143.207,1.200.0.0,Pingtung,Taiwan,TW,22.67135,120.48814,,Asia/Taipei
102.185.246.78,102.185.246.83,102.185.0.0,Alexandria,Alexandria,EG,31.20176,29.91582,,Africa/Cairo
103.9.50.0,103.9.50.255,103.9.0.0,Honiara,Honiara,SB,-9.43333,159.95,,Pacific/Guadalcanal
107.89.140.64,107.89.140.95,107.89.0.0,Redmond,Washington,US,47.67399,-122.12151,98052,America/Los_Angeles
103.154.114.48,103.154.114.55,103.154.0.0,Medan,North Sumatra,ID,3.58333,98.66667,,Asia/Jakarta
102.107.176.128,102.107.176.161,102.107.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
103.186.18.0,103.186.19.255,103.186.0.0,Pune,Maharashtra,IN,18.5131,73.7825,411021,Asia/Kolkata
107.143.229.46,107.143.229.46,107.143.0.0,Wichita Falls,Texas,US,33.91371,-98.49339,76307,America/Chicago
107.116.20.223,107.116.20.247,107.116.0.0,New York City,New York,US,40.71427,-74.00597,10004,America/New_York
109.149.77.0,109.149.77.0,109.149.0.0,Market Drayton,England,GB,52.90538,-2.49012,TF9,Europe/London
108.176.240.0,108.176.247.127,108.176.0.0,Englewood,Colorado,US,39.6123,-104.8799,80111,America/Denver
108.207.27.18,108.207.27.191,108.207.0.0,Columbia,South Carolina,US,34.00071,-81.03481,29201,America/New_York
107.195.174.0,107.195.174.15,107.195.0.0,Appleton,Wisconsin,US,44.3456,-88.4343,54913,America/Chicago
102.169.96.43,102.169.96.43,102.169.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
101.138.82.190,101.138.82.191,101.138.0.0,Taipei,Taiwan,TW,25.04776,121.53185,,Asia/Taipei
102.170.195.63,102.170.195.70,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.247.165.213,106.247.165.223,106.247.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
103.19.232.120,103.19.232.127,103.19.0.0,Shijiazhuang,Hebei,CN,38.04139,114.47861,,Asia/Shanghai
106.210.140.128,106.210.140.159,106.210.0.0,Tāsgaon,Maharashtra,IN,18.13646,74.6759,416314,Asia/Kolkata
105.109.120.16,105.109.120.19,105.109.0.0,Sétif,Sétif,DZ,36.19112,5.41373,19034,Africa/Algiers
105.132.185.128,105.132.185.255,105.132.0.0,El Jadid,Casablanca-Settat,MA,33.25682,-8.50882,24004,Africa/Casablanca
109.115.26.91,109.115.26.91,109.115.0.0,Turin,Piedmont,IT,45.07049,7.68682,10100,Europe/Rome
109.148.175.216,109.148.175.224,109.148.0.0,Luton,England,GB,51.35207,0.5337,ME5,Europe/London
103.47.16.0,103.47.16.255,103.47.0.0,Ghāziābād,Uttar Pradesh,IN,28.6667,77.4333,201012,Asia/Kolkata
101.138.171.4,101.138.171.21,101.138.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
1.144.26.208,1.144.26.255,1.144.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
104.157.231.80,104.157.231.87,104.157.0.0,Oshawa,Ontario,CA,43.8197,-79.0803,L1W,America/Toronto
106.244.127.64,106.244.127.255,106.244.0.0,Seoul,Seoul,KR,37.5765,126.9993,03081,Asia/Seoul
108.231.43.0,108.231.43.81,108.231.0.0,Chattanooga,Tennessee,US,35.0942,-85.1757,37416,America/New_York
102.53.97.2,102.53.97.3,102.53.0.0,Meknès,Fès-Meknès,MA,33.89352,-5.54727,50102,Africa/Casablanca
102.173.132.0,102.173.133.255,102.173.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
101.139.94.53,101.139.94.53,101.139.0.0,Banqiao,Taipei,TW,25.01427,121.46719,,Asia/Taipei
1.210.233.240,1.210.235.103,1.210.0.0,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
108.219.5.40,108.219.5.43,108.219.0.0,New Llano,Louisiana,US,31.0466,-93.2054,71459,America/Chicago
108.44.179.106,108.44.179.255,108.44.0.0,Warrenton,Virginia,US,38.71345,-77.79527,20186,America/New_York
101.178.193.136,101.178.193.143,101.178.0.0,Launceston,Tasmania,AU,-41.43876,147.13467,7250,Australia/Hobart
101.112.113.204,101.112.113.204,101.112.0.0,Perth,Western Australia,AU,-31.8347,115.8513,6064,Australia/Perth
105.202.186.142,105.202.186.148,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
105.244.237.212,105.244.237.215,105.244.0.0,Bloemfontein,Orange Free State,ZA,-29.12107,26.214,9300,Africa/Johannesburg
106.222.13.24,106.222.13.31,106.222.0.0,Vapi,Gujarat,IN,20.37175,72.90493,396191,Asia/Kolkata
105.244.42.148,105.244.42.148,105.244.0.0,eSikhaleni,KwaZulu-Natal,ZA,-28.87097,31.89961,3887,Africa/Johannesburg
109.1.112.32,109.1.112.63,109.1.0.0,Auch,Occitanie,FR,43.64561,0.58856,32000,Europe/Paris
101.35.2.248,101.35.2.251,101.35.0.0,Shanghai,Shanghai,CN,31.22222,121.45806,,Asia/Shanghai
104.168.30.48,104.168.30.63,104.168.0.0,North Adams,Massachusetts,US,42.70092,-73.10871,01247,America/New_York
108.69.108.178,108.69.108.183,108.69.0.0,York,Alabama,US,32.48625,-88.29642,36925,America/Chicago
1.157.224.64,1.157.224.67,1.157.0.0,Teralba,New South Wales,AU,-32.96667,151.6,2284,Australia/Sydney
101.161.135.20,101.161.135.23,101.161.0.0,Ballina,New South Wales,AU,-28.86414,153.56541,2478,Australia/Sydney
109.148.195.132,109.148.195.135,109.148.0.0,Fivehead,England,GB,51.00212,-2.92145,TA3,Europe/London
106.68.123.87,106.68.123.94,106.68.0.0,Perth,Western Australia,AU,-31.91435,115.88785,6052,Australia/Perth
100.148.0.0,100.148.255.255,100.148.0.0,Bellevue,Washington,US,47.5614,-122.1552,98006,America/Los_Angeles
101.173.209.216,101.173.209.218,101.173.0.0,Sydney,New South Wales,AU,-33.74872,151.28088,2099,Australia/Sydney
1.250.81.0,1.250.81.255,1.250.0.0,Jeonju,Jeollabuk-do,KR,35.816,127.0973,54965,Asia/Seoul
108.44.67.96,108.44.67.103,108.44.0.0,Riverview,Virginia,US,36.93538,-82.48182,24230,America/New_York
106.129.3.15,106.129.3.15,106.129.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
103.124.45.0,103.124.45.127,103.124.0.0,Batam,Riau,ID,1.14937,104.02491,,Asia/Jakarta
104.55.141.72,104.55.141.87,104.55.0.0,Bloomington,Indiana,US,39.1263,-86.5769,47403,America/Indiana/Indianapolis
108.17.163.1,108.17.163.254,108.17.0.0,Seattle,Washington,US,47.60621,-122.33207,98101,America/Los_Angeles
104.188.150.152,104.188.150.159,104.188.0.0,Bowling Green,Ohio,US,41.37477,-83.65132,43402,America/New_York
108.197.197.184,108.197.197.215,108.197.0.0,Tulsa,Oklahoma,US,36.15398,-95.99277,74102,America/Chicago
102.106.87.198,102.106.87.198,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
103.17.175.148,103.17.175.151,103.17.0.0,Padang,West Sumatra,ID,-0.94924,100.35427,,Asia/Jakarta
103.234.213.24,103.234.213.79,103.234.0.0,Pune,Maharashtra,IN,18.51957,73.85535,411001,Asia/Kolkata
1.42.136.120,1.42.136.121,1.42.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
107.205.64.52,107.205.64.55,107.205.0.0,Eldon,Missouri,US,38.34836,-92.58158,65026,America/Chicago
103.177.224.192,103.177.224.255,103.177.0.0,Cochin,Kerala,IN,9.93988,76.26022,682507,Asia/Kolkata
105.197.125.118,105.197.125.119,105.197.0.0,Ţanţā,Gharbia,EG,30.78847,31.00192,,Africa/Cairo
101.137.40.202,101.137.40.203,101.137.0.0,Yuanlin,Taiwan,TW,23.95671,120.57608,,Asia/Taipei
101.136.8.246,101.136.8.246,101.136.0.0,Chang-hua,Taiwan,TW,24.07327,120.56276,,Asia/Taipei
105.93.143.102,105.93.143.102,105.93.0.0,Banī Suwayf,Beni Suweif,EG,29.07441,31.09785,,Africa/Cairo
101.58.95.120,101.58.95.121,101.58.0.0,Bari,Apulia,IT,41.12066,16.86982,70100,Europe/Rome
101.179.209.64,101.179.209.65,101.179.0.0,Newcastle,New South Wales,AU,-32.93424,151.64584,2285,Australia/Sydney
105.68.231.110,105.68.231.110,105.68.0.0,Casablanca,Casablanca-Settat,MA,33.58831,-7.61138,29640,Africa/Casablanca
101.191.246.214,101.191.246.223,101.191.0.0,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
101.177.20.110,101.177.20.111,101.177.0.0,Townsville,Queensland,AU,-19.26639,146.80569,4810,Australia/Brisbane
101.51.120.110,101.51.120.111,101.51.0.0,Ubon Ratchathani,Ubon Ratchathani,TH,15.23844,104.84866,33130,Asia/Bangkok
106.208.68.76,106.208.68.79,106.208.0.0,Karīmnagar,Telangana,IN,18.42187,79.16478,505469,Asia/Kolkata
104.50.44.65,104.50.44.67,104.50.0.0,Manhattan,Kansas,US,39.18361,-96.57167,66502,America/Chicago
107.144.119.160,107.144.119.167,107.144.0.0,Gulfport,Florida,US,27.7465,-82.6897,33711,America/New_York
1.20.147.64,1.20.147.71,1.20.0.0,Khuan Khanun,Phatthalung,TH,7.7347,100.00931,93110,Asia/Bangkok
109.143.173.28,109.143.173.31,109.143.0.0,Ostend,Flanders,BE,51.21551,2.927,8400,Europe/Brussels
102.106.91.46,102.106.91.46,102.106.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
101.137.84.170,101.137.84.171,101.137.0.0,Wufeng,Taiwan,TW,24.0637,120.698,,Asia/Taipei
102.106.23.213,102.106.23.221,102.106.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
106.154.43.160,106.154.43.175,106.154.0.0,Kobe,Hyōgo,JP,34.6948,135.2042,651-0081,Asia/Tokyo
102.168.224.207,102.168.224.207,102.168.0.0,Sfax,Şafāqis,TN,34.74056,10.76028,,Africa/Tunis
105.202.0.66,105.202.0.66,105.202.0.0,Banī Suwayf,Beni Suweif,EG,29.07441,31.09785,,Africa/Cairo
106.181.66.88,106.181.66.89,106.181.0.0,Hiroshima,Hiroshima,JP,34.4,132.45,730-0011,Asia/Tokyo
104.176.100.120,104.176.100.123,104.176.0.0,Demopolis,Alabama,US,32.51764,-87.8364,36732,America/Chicago
108.170.227.238,108.170.227.238,108.170.0.0,Mountain View,California,US,37.4056,-122.0775,94043,America/Los_Angeles
101.167.104.49,101.167.104.49,101.167.0.0,Sunshine Coast,Queensland,AU,-26.65682,153.07955,4558,Australia/Brisbane
102.170.95.1,102.170.95.4,102.170.0.0,Sousse,Sūsah,TN,35.82539,10.63699,,Africa/Tunis
102.53.12.85,102.53.12.85,102.53.0.0,Marrakesh,Marrakesh-Safi,MA,31.63416,-7.99994,40152,Africa/Casablanca
109.14.0.144,109.14.0.159,109.14.0.0,Bouillé-Loretz,Nouvelle-Aquitaine,FR,47.07911,-0.27178,79290,Europe/Paris
1.53.156.31,1.53.156.31,1.53.0.0,Đắk Hà,Kon Tum,VN,14.51345,107.92102,60606,Asia/Ho_Chi_Minh
103.118.253.57,103.118.253.255,103.118.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
107.135.12.0,107.135.12.255,107.135.0.0,St. Louis,Missouri,US,38.62727,-90.19789,63101,America/Chicago
109.113.161.56,109.113.161.63,109.113.0.0,Oristano,Sardinia,IT,39.9036,8.59257,09170,Europe/Rome
101.109.81.208,101.109.81.225,101.109.0.0,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,TH,14.35167,100.57739,13000,Asia/Bangkok
109.128.106.0,109.128.106.231,109.128.0.0,Antwerpen,Flanders,BE,51.3006,4.38343,2040,Europe/Brussels
109.119.205.196,109.119.205.209,109.119.0.0,Venice,Veneto,IT,45.43713,12.33265,30100,Europe/Rome
1.20.223.0,1.20.223.255,1.20.0.0,Bangkok,Bangkok,TH,13.75398,100.50144,10200,Asia/Bangkok
109.102.102.224,109.102.102.225,109.102.0.0,Bucharest,București,RO,44.4914,26.0602,010061,Europe/Bucharest
108.39.156.0,108.39.156.255,108.39.0.0,Pittsburgh,Pennsylvania,US,40.4346,-79.8655,15221,America/New_York
105.202.182.13,105.202.182.13,105.202.0.0,Cairo,Cairo,EG,30.06263,31.24967,,Africa/Cairo
1.33.81.148,1.33.81.151,1.33.0.0,Osaka,Ōsaka,JP,34.69374,135.50218,543-0062,Asia/Tokyo
1.38.16.0,1.38.24.255,1.38.0.0,Powai,Maharashtra,IN,19.1624,72.8694,400101,Asia/Kolkata
103.186.213.0,103.186.213.255,103.186.0.0,Banten,Banten,ID,-6.0307,106.164,,Asia/Jakarta
105.109.117.150,105.109.117.151,105.109.0.0,Constantine,Constantine,DZ,36.365,6.61472,04011,Africa/Algiers
107.174.32.116,107.174.32.119,107.174.0.0,Rochester,New York,US,43.15478,-77.61556,14604,America/New_York
102.164.205.96,102.164.205.127,102.164.0.0,Newcastle,KwaZulu-Natal,ZA,-27.75796,29.9318,2940,Africa/Johannesburg
103.130.140.136,103.130.140.136,103.130.0.0,Chantrea,Svay Rieng,KH,10.98431,106.12486,,Asia/Phnom_Penh
101.35.135.160,101.35.135.191,101.35.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,,Asia/Shanghai
1.158.11.112,1.158.11.161,1.158.0.0,Sydney,New South Wales,AU,-33.9588,150.8542,2174,Australia/Sydney
104.235.116.165,104.235.116.167,104.235.0.0,Freeport,Illinois,US,42.29669,-89.62123,61032,America/Chicago
108.247.40.240,108.247.40.255,108.247.0.0,Carrollton,Missouri,US,39.35835,-93.49577,64633,America/Chicago
108.56.169.0,108.56.169.255,108.56.0.0,Gaithersburg,Maryland,US,39.173,-77.1855,20879,America/New_York
102.135.205.0,102.135.205.42,102.135.0.0,Osogbo,Osun,NG,7.77104,4.55698,,Africa/Lagos
104.169.133.144,104.169.133.149,104.169.0.0,West Alexandria,Ohio,US,39.7445,-84.53217,45381,America/New_York
102.106.53.0,102.106.53.2,102.106.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
103.186.100.72,103.186.100.75,103.186.0.0,Ho Chi Minh City,Ho Chi Minh,VN,10.82302,106.62965,71606,Asia/Ho_Chi_Minh
109.103.62.232,109.103.63.31,109.103.0.0,Bucharest,București,RO,44.4914,26.0602,010061,Europe/Bucharest
1.9.133.0,1.9.133.127,1.9.0.0,Kuala Lumpur,Kuala Lumpur,MY,2.8393,101.7949,71807,Asia/Kuala_Lumpur
108.17.96.4,108.17.96.55,108.17.0.0,Pittsburgh,Pennsylvania,US,40.44062,-79.99589,15212,America/New_York
102.109.68.35,102.109.68.35,102.109.0.0,Tunis,Tūnis,TN,36.81897,10.16579,,Africa/Tunis
104.153.208.0,104.153.211.255,104.153.0.0,Seattle,Washington,US,47.60621,-122.33207,98101,America/Los_Angeles
